,uid,scenario,label
4695,16357,My best friend confessed his love for me and I rejected him,0
4696,16356,I can't decide whether I feel I'm loved or unloved.,0
4697,18824,Tanked a coworker over a chronic cough,-1
4698,18825,I love getting caught red-handed...,-1
4699,18817,My lie ended a friendship.,-1
4700,18827,I betrayed my fellow redittors,-1
4701,18820,Depressed because I can't deal with the thing I hate most: people,-1
4702,18822,I feel guilty for being absent during part of two of my pets development,1
4703,18818,"Tried rekindling a dead friendship, only to pour water back on it.",-1
4704,18821,My grandmother is going to hate me when I marry.,-1
4705,16369,Humans are so cute,1
4706,16370,I'm in love with a woman that is married.,-1
4707,16366,I’ve been cheating on my girlfriend,-1
4708,16365,I catfished someone for 6 years for friendship,-1
4709,18841,"I LOVE girls being gross, and have paid for it.",0
4710,18842,My boyfriend gives gifts that aren’t great,-1
4711,18836,I've had suicidal thoughts for years,-1
4712,18844,I am a Narcissist,-1
4713,18840,"I Joke That I’m Lonely, I am",0
4714,18838,I stepped on my dog's foot,-1
4715,18837,Spending my parents money makes me feel bad,0
4716,18843,I love my cats more than any human i have ever gotten to know.,-1
4717,18853,I love trolling my brother's former friends,-1
4718,18847,Thinking about seeing a professional. . .,0
4719,18846,"A grandma was on the bus and had her purse open too much. I took only a portion of her cash then, after like 8 minutes, kindly told her to close her purse so no one could steal the rest of her money.",-1
4720,18845,I suffer from skitzophernia and dont know what to do,0
4721,18848,I love talking to myself when I'm home alone.,0
4722,18850,I’m going off the grid,0
4723,18849,My dad is getting old...,0
4724,16401,My girlfriend sells pictures of her body online and I love it,0
4725,16399,I love Hagen Daazs and probably eat it every other day and have loved it for years but I still can’t remember which spelling is correct despite googling it almost every time I need to type it,0
4726,16405,I fight the urge to cheat everyday!,-1
4727,18862,I really love beetroot,0
4728,18856,I think I fell in love with my best friend,0
4729,18863,You deserve a kind of love like I have.,1
4730,18855,I'm so into Nolan Gould right now,0
4731,18858,is my love holding me back?,-1
4732,18857,I am paranoid about certain things at home,-1
4733,18861,"Despite how well things are going with my current girlfriend, I am starting to have doubts about our relationship after recently catching up with the girl that got away.",-1
4734,18860,I'll never be ok,-1
4735,18871,I have been in love with the same man for 4 years...and this is where it gets sad....,1
4736,18866,I despise my autism. I need help.,0
4737,18869,I think I am in love with my landlord’s son,1
4738,18873,I have literally no friends in real life and it makes me wonder if I'm genuinely just a horrible person.,-1
4739,18872,i'm so genuinely tired of being me,-1
4740,18880,"I cry everynight to sleep,but on the outside i am a manly man who does not does not show emotion acts cool. Only my mom knows who i am really on the inside,I just want to be held and have a true relationship that is pure.",-1
4741,18875,For the past month or two I've not been able to successfully do normal tasks,-1
4742,18878,Not looking for sympathy,-1
4743,18879,Most if my “healthy” habits are habits I developed to try to hide my smoking from my parents when I was a teenager.,-1
4744,16438,I just realized I was writing Ellen fan-fiction for years.,0
4745,16441,I’m just dead inside,-1
4746,16436,I am the worst person alive,-1
4747,16440,I called out of work because I felt like I was dead,-1
4748,16430,My cat is my best friend.,0
4749,16439,"When I was a kid Ezekiel and I used to sneak out to the barn, when we were supposed to be sleeping to churn butter so Ma wouldn't have to do it in the morning .",0
4750,16434,I turn 20 in the next few weeks but I already feel like I have wasted any potential I might have had.,-1
4751,16435,I feel numb but I’m laying here crying I don’t know what’s wrong with me,-1
4752,16453,I am so confused lately- would like help,0
4753,16450,I love Nyan Cat with every fiber in my being.,0
4754,16442,I cry before I go home so my parents don’t think I’m sad,0
4755,16455,I'm somewhat of a hypocrite for posting mocking content on the internet about people who stoop to lows of humanity on the internet.,-1
4756,16444,I saw someone get badly hurt in a car crash,0
4757,16443,I find it so hard to get laid,-1
4758,16462,Contemplating getting rid of a “friend”,-1
4759,16467,I used to look for love on pictochat,-1
4760,16463,"*TW: R*pe, forced intox, public humiliation* I think I need help...",-1
4761,16460,I want to squeeze my cat to death.,-1
4762,18890,I think I'm crazy.,-1
4763,18896,I put jalapeno cream chhese on cinnamon bagels,0
4764,18891,I watched a kid get hurt and did nothing,-1
4765,18889,This girl has a boyfriend but I love her,-1
4766,18895,I'm still in love with my ex.,-1
4767,18897,I just found out two classmates had a car accident and I'm kind of satisfied,-1
4768,18894,"She called my crying the other night telling me she loved me, I told her I loved her too, but I wasn't ready to say those words again, I did it to make her feel better...",1
4769,18892,So as a girl I usually order a salad on a date not because of my vanity but because its the cheapest thing on the menu,0
4770,18898,My friends helped me get revenge on my ex,-1
4771,18901,I'm just started living with hoarders... and its starting to get to me.,0
4772,18905,I hate my step dad and can't bring myself to talk to anyone about it,-1
4773,18903,I'm in love with my cousin.,-1
4774,18907,I cheated on my girlfriend,-1
4775,18906,"I don't have a healthy, loving relationship with either of my parents and I realize that I have subconsciously treated parents of friends and acquaintances without due respect, preferring to talk to their son or daughter.",-1
4776,16480,I'm a minor who may be falling in love with a guy way older than me...,0
4777,16475,I snooped in my step dad's iPad,-1
4778,16483,I look exactly like a fictional character and I both love it and hate it,0
4779,16474,Wishing I understood this sooner,0
4780,16479,Sometimes i am feeling like i dont have any friend to talk to and also at the same time i feel very unmotivated to do anything.,0
4781,16482,I sometimes eat my dog's fur,-1
4782,16477,I feel uncomfortable with my religion in more southern areas.,0
4783,16478,I hardly ever call my own father,-1
4784,16492,I hate birthdays with a passion,-1
4785,16493,The Lies I tell My Mom:,-1
4786,16489,I’ma college student who loves going on my swing set,0
4787,16486,I’ve started cutting my neck,0
4788,16491,I HATE it when my roommate refers to my dog as her best friend,-1
4789,16487,It hurts every time I write my name,0
4790,16490,I want to disappear,0
4791,16488,The only way I can stop my feelings of detachment from the world is to self harm,-1
4792,18922,There is something wrong with my mental,0
4793,18928,"I LOVE the Secret Santa gift exchange, it's my favorite part of the year. But I'm worried I might get matched with someone who screws me over again like last year",-1
4794,18921,I gave my friend a bath,0
4795,18923,"I skip school because i have no friends, and I will fail the year if I keep up...",-1
4796,18925,Can I help anyone with anything? I have a day off and want to give my support. Pm if you need an ear.,1
4797,18927,I'm still attached to my ex from 2.5 years ago and idk what to do.,0
4798,18926,"My parents are paying to take me to Ireland for a week, but I'd rather just go on a road trip by myself if I'm spending a weeks worth of paid time off.",0
4799,18919,When a parent picks drugs over you.. over and over again...,0
4800,18935,I found out I could have saved my Dad,0
4801,18934,I put googly eyes on my dads urn and watched my nephew get in trouble for it,0
4802,18930,I tell people my parents are dead instead of the truth: That I cut all contact with them because they're awful,-1
4803,18931,"Fire is love, fire is life",0
4804,18936,"Was told to post this here. This happened to my friend. On mobile, sorry for formatting. EDIT: WOW this really blew up! Thank you kind stranger for the gold!!",0
4805,18929,I need Serious help,-1
4806,18932,I love you James. So much.,1
4807,18933,My freaking mood swings way too much and I can't bear it much longer,-1
4808,16500,My Parents are worried about my social life and they have every reason to do so,0
4809,16497,I'm in love with coworker and want her to come live with me when I go to college,0
4810,16502,I confess that I constantly fantasize about quitting my job and ending my life.,-1
4811,16498,I am not sure if I am in my right mind anymore.,0
4812,16494,I feel like I am becoming desensitized from suicidal statements.,-1
4813,16503,"I am bad person, and I need someone else to tell me.",0
4814,16495,I basically bought my son,-1
4815,16504,I'm moving out in a year and have to leave my younger sister with my abusive parents,0
4816,18939,My lifetime friend has social anxiety and a bunch of other issues and I don’t know how to help.,-1
